Patient ID: 48, Timestamp: 1716187169659, Label: ECG, Data: -0.4826381645131604
Patient ID: 21, Timestamp: 1716187171651, Label: ECG, Data: -0.5259190472364034
Patient ID: 28, Timestamp: 1716187171655, Label: ECG, Data: 0.7550744498749292
Patient ID: 48, Timestamp: 1716187171667, Label: ECG, Data: -0.08753274067023809
Patient ID: 14, Timestamp: 1716187171667, Label: ECG, Data: 0.08967556865785188
Patient ID: 36, Timestamp: 1716187171667, Label: ECG, Data: -0.04117462713210214
Patient ID: 29, Timestamp: 1716187171667, Label: ECG, Data: -0.1736133465231384
Patient ID: 25, Timestamp: 1716187171667, Label: ECG, Data: -0.14402576971129633
Patient ID: 8, Timestamp: 1716187171675, Label: ECG, Data: 0.04089258346005174
Patient ID: 33, Timestamp: 1716187171675, Label: ECG, Data: -0.2595721328020681
Patient ID: 4, Timestamp: 1716187171675, Label: ECG, Data: -0.20855910909826061
Patient ID: 3, Timestamp: 1716187171675, Label: ECG, Data: -0.46466012183989347
Patient ID: 7, Timestamp: 1716187171667, Label: ECG, Data: -0.2658942638002498
Patient ID: 9, Timestamp: 1716187171683, Label: ECG, Data: 0.665843362100191
Patient ID: 10, Timestamp: 1716187171680, Label: ECG, Data: 0.0989043207365953
Patient ID: 16, Timestamp: 1716187171684, Label: ECG, Data: -0.519915454240088
Patient ID: 26, Timestamp: 1716187171699, Label: ECG, Data: 0.39124172361652315
Patient ID: 41, Timestamp: 1716187171700, Label: ECG, Data: -0.3270441567159419
Patient ID: 40, Timestamp: 1716187171705, Label: ECG, Data: -0.33360181051676147
Patient ID: 5, Timestamp: 1716187171705, Label: ECG, Data: -0.44372829656448115
Patient ID: 31, Timestamp: 1716187171720, Label: ECG, Data: -0.24038466790313642
Patient ID: 13, Timestamp: 1716187171720, Label: ECG, Data: -0.179239734556473
Patient ID: 6, Timestamp: 1716187171720, Label: ECG, Data: -0.4074904361674447
Patient ID: 49, Timestamp: 1716187171720, Label: ECG, Data: -0.27329096187635904
Patient ID: 46, Timestamp: 1716187171725, Label: ECG, Data: -0.2516914555743063
Patient ID: 20, Timestamp: 1716187171723, Label: ECG, Data: -0.06858075117938282
Patient ID: 50, Timestamp: 1716187171722, Label: ECG, Data: -0.007611320887635026
Patient ID: 18, Timestamp: 1716187171725, Label: ECG, Data: -0.308758030709378
Patient ID: 17, Timestamp: 1716187171725, Label: ECG, Data: -0.42120222697282467
Patient ID: 27, Timestamp: 1716187171725, Label: ECG, Data: -0.5903642147709064
Patient ID: 38, Timestamp: 1716187171725, Label: ECG, Data: -8.968551929865618E-4
Patient ID: 21, Timestamp: 1716187172659, Label: ECG, Data: -0.4904965343417126
Patient ID: 48, Timestamp: 1716187172659, Label: ECG, Data: 0.44806137331853685
Patient ID: 24, Timestamp: 1716187172659, Label: ECG, Data: -0.4107135504911674
Patient ID: 22, Timestamp: 1716187172665, Label: ECG, Data: 0.28096324192972
Patient ID: 36, Timestamp: 1716187172675, Label: ECG, Data: -0.24518657065621977
Patient ID: 14, Timestamp: 1716187172670, Label: ECG, Data: -0.0037527600714769675
Patient ID: 19, Timestamp: 1716187172675, Label: ECG, Data: 0.28566832477362797
Patient ID: 28, Timestamp: 1716187172659, Label: ECG, Data: 0.24503087060442624
Patient ID: 45, Timestamp: 1716187172675, Label: ECG, Data: 0.256142504263946
Patient ID: 29, Timestamp: 1716187172675, Label: ECG, Data: 0.7856156899791902
Patient ID: 25, Timestamp: 1716187172675, Label: ECG, Data: 0.13198881921534972
Patient ID: 7, Timestamp: 1716187172665, Label: ECG, Data: 0.27203767257426525
Patient ID: 8, Timestamp: 1716187172675, Label: ECG, Data: 0.7865411779776763
Patient ID: 32, Timestamp: 1716187172675, Label: ECG, Data: -0.252428602636411
Patient ID: 10, Timestamp: 1716187172680, Label: ECG, Data: 0.28750502950482965
Patient ID: 33, Timestamp: 1716187172675, Label: ECG, Data: 0.25527326898102987
Patient ID: 3, Timestamp: 1716187172680, Label: ECG, Data: -0.5547384289127311
Patient ID: 47, Timestamp: 1716187172685, Label: ECG, Data: 0.19944472160037124
Patient ID: 4, Timestamp: 1716187172680, Label: ECG, Data: 0.5476282065190878
Patient ID: 9, Timestamp: 1716187172680, Label: ECG, Data: 0.1315039129454006
Patient ID: 16, Timestamp: 1716187172685, Label: ECG, Data: -0.23628116924109144
Patient ID: 26, Timestamp: 1716187172695, Label: ECG, Data: 0.11277628689672355
Patient ID: 41, Timestamp: 1716187172700, Label: ECG, Data: 0.16796931266430987
Patient ID: 34, Timestamp: 1716187172700, Label: ECG, Data: -0.5421238186499775
Patient ID: 40, Timestamp: 1716187172707, Label: ECG, Data: -0.3221028296992524
Patient ID: 5, Timestamp: 1716187172707, Label: ECG, Data: 0.7734081660267837
Patient ID: 6, Timestamp: 1716187172723, Label: ECG, Data: 0.7332225614628055
Patient ID: 31, Timestamp: 1716187172723, Label: ECG, Data: 0.7034898898138503
Patient ID: 49, Timestamp: 1716187172723, Label: ECG, Data: 0.11335090511972552
Patient ID: 13, Timestamp: 1716187172723, Label: ECG, Data: 0.30588106281766353
Patient ID: 50, Timestamp: 1716187172725, Label: ECG, Data: -0.32532852669476153
Patient ID: 30, Timestamp: 1716187172725, Label: ECG, Data: 0.42032646008638397
Patient ID: 43, Timestamp: 1716187172725, Label: ECG, Data: 0.38419229095330976
Patient ID: 2, Timestamp: 1716187172725, Label: ECG, Data: 0.6575914256294053
Patient ID: 20, Timestamp: 1716187172725, Label: ECG, Data: 0.007918606203792332
Patient ID: 23, Timestamp: 1716187172725, Label: ECG, Data: 0.6923603346675933
Patient ID: 17, Timestamp: 1716187172725, Label: ECG, Data: -0.5816198285647022
Patient ID: 46, Timestamp: 1716187172725, Label: ECG, Data: 0.3434041168870199
Patient ID: 18, Timestamp: 1716187172725, Label: ECG, Data: -0.3524078724146958
Patient ID: 27, Timestamp: 1716187172725, Label: ECG, Data: -0.29529173480324467
Patient ID: 38, Timestamp: 1716187172725, Label: ECG, Data: -0.41489539238156053
Patient ID: 21, Timestamp: 1716187173661, Label: ECG, Data: 0.0901370218044381
Patient ID: 28, Timestamp: 1716187173661, Label: ECG, Data: 0.45097921518426604
Patient ID: 15, Timestamp: 1716187173661, Label: ECG, Data: -0.21317217623840942
Patient ID: 11, Timestamp: 1716187173661, Label: ECG, Data: 0.20948606127060032
Patient ID: 48, Timestamp: 1716187173661, Label: ECG, Data: -0.08291097145459697
Patient ID: 24, Timestamp: 1716187173661, Label: ECG, Data: 0.5333163020536358
Patient ID: 22, Timestamp: 1716187173665, Label: ECG, Data: 0.5190136442704353
Patient ID: 7, Timestamp: 1716187173665, Label: ECG, Data: 0.5176850599402966
Patient ID: 12, Timestamp: 1716187173661, Label: ECG, Data: 0.0633316474464199
Patient ID: 36, Timestamp: 1716187173665, Label: ECG, Data: -0.20266410115613237
Patient ID: 1, Timestamp: 1716187173670, Label: ECG, Data: 0.2540743697266499
Patient ID: 45, Timestamp: 1716187173670, Label: ECG, Data: 0.5084196996213282
Patient ID: 19, Timestamp: 1716187173670, Label: ECG, Data: -0.44744064899590263
Patient ID: 29, Timestamp: 1716187173675, Label: ECG, Data: -0.412260196612633
Patient ID: 8, Timestamp: 1716187173677, Label: ECG, Data: -0.327985955055325
Patient ID: 14, Timestamp: 1716187173665, Label: ECG, Data: -0.441634548016089
Patient ID: 32, Timestamp: 1716187173677, Label: ECG, Data: 0.4207547893915458
Patient ID: 33, Timestamp: 1716187173677, Label: ECG, Data: -0.16857310509353915
Patient ID: 3, Timestamp: 1716187173677, Label: ECG, Data: 0.15521526666274554
Patient ID: 25, Timestamp: 1716187173675, Label: ECG, Data: -0.5995597252075175
Patient ID: 4, Timestamp: 1716187173677, Label: ECG, Data: -0.16537600550193335
Patient ID: 10, Timestamp: 1716187173677, Label: ECG, Data: -0.18180420850902915
Patient ID: 9, Timestamp: 1716187173677, Label: ECG, Data: 0.2931241896839855
Patient ID: 16, Timestamp: 1716187173677, Label: ECG, Data: -0.10470420869536408
Patient ID: 47, Timestamp: 1716187173677, Label: ECG, Data: 0.35435284048533433
Patient ID: 41, Timestamp: 1716187173709, Label: ECG, Data: 0.2811702888377253
Patient ID: 26, Timestamp: 1716187173709, Label: ECG, Data: -0.45616045363487345
Patient ID: 39, Timestamp: 1716187173709, Label: ECG, Data: 0.6834734049700445
Patient ID: 5, Timestamp: 1716187173709, Label: ECG, Data: 0.5054338262750594
Patient ID: 40, Timestamp: 1716187173709, Label: ECG, Data: -0.5352711829916873
Patient ID: 31, Timestamp: 1716187173709, Label: ECG, Data: -0.08396342665256976
Patient ID: 34, Timestamp: 1716187173709, Label: ECG, Data: 0.7192042331505947
Patient ID: 6, Timestamp: 1716187173709, Label: ECG, Data: 0.5128869850510017
Patient ID: 13, Timestamp: 1716187173715, Label: ECG, Data: -0.5845423461996201
Patient ID: 37, Timestamp: 1716187173715, Label: ECG, Data: 0.3832325230086869
Patient ID: 42, Timestamp: 1716187173709, Label: ECG, Data: -0.13508846772013952
Patient ID: 44, Timestamp: 1716187173715, Label: ECG, Data: 0.4795471353345797
Patient ID: 49, Timestamp: 1716187173715, Label: ECG, Data: 0.5013243748580154
Patient ID: 50, Timestamp: 1716187173715, Label: ECG, Data: -0.2952858006128296
Patient ID: 30, Timestamp: 1716187173715, Label: ECG, Data: -0.29822524602515943
Patient ID: 20, Timestamp: 1716187173725, Label: ECG, Data: 0.5105575473918421
Patient ID: 2, Timestamp: 1716187173725, Label: ECG, Data: -0.2664672678494695
Patient ID: 23, Timestamp: 1716187173725, Label: ECG, Data: 0.33766743546859446
Patient ID: 35, Timestamp: 1716187173725, Label: ECG, Data: -0.29232721631808106
Patient ID: 46, Timestamp: 1716187173725, Label: ECG, Data: 0.7453380248271315
Patient ID: 17, Timestamp: 1716187173725, Label: ECG, Data: -0.5868690979785979
Patient ID: 18, Timestamp: 1716187173725, Label: ECG, Data: -0.23435577134886731
Patient ID: 27, Timestamp: 1716187173725, Label: ECG, Data: 0.4071384851506714
Patient ID: 43, Timestamp: 1716187173725, Label: ECG, Data: 0.422970355918319
Patient ID: 38, Timestamp: 1716187173725, Label: ECG, Data: 0.0034352558869097105
Patient ID: 21, Timestamp: 1716187174662, Label: ECG, Data: -0.19702387411805156
Patient ID: 12, Timestamp: 1716187174662, Label: ECG, Data: 0.2876711161132553
Patient ID: 48, Timestamp: 1716187174664, Label: ECG, Data: -0.42676129121123574
Patient ID: 11, Timestamp: 1716187174662, Label: ECG, Data: -0.4579385800235772
Patient ID: 15, Timestamp: 1716187174662, Label: ECG, Data: -0.2947581558204071
Patient ID: 7, Timestamp: 1716187174664, Label: ECG, Data: 0.005787584356521181
Patient ID: 14, Timestamp: 1716187174664, Label: ECG, Data: 0.7571019423829791
Patient ID: 28, Timestamp: 1716187174662, Label: ECG, Data: -0.5355078331355431
Patient ID: 22, Timestamp: 1716187174664, Label: ECG, Data: 0.7135228002461758
Patient ID: 24, Timestamp: 1716187174662, Label: ECG, Data: -0.6190054173936491
Patient ID: 1, Timestamp: 1716187174669, Label: ECG, Data: -0.0071578236506365
Patient ID: 19, Timestamp: 1716187174674, Label: ECG, Data: -0.6195848682768059
Patient ID: 36, Timestamp: 1716187174669, Label: ECG, Data: -0.2681833334344765
Patient ID: 29, Timestamp: 1716187174674, Label: ECG, Data: 0.4736479264910144
Patient ID: 25, Timestamp: 1716187174674, Label: ECG, Data: 0.229556000722568
Patient ID: 8, Timestamp: 1716187174678, Label: ECG, Data: -0.3442665838442959
Patient ID: 32, Timestamp: 1716187174678, Label: ECG, Data: 0.3350227482883411
Patient ID: 45, Timestamp: 1716187174674, Label: ECG, Data: -0.5623244348979138
Patient ID: 33, Timestamp: 1716187174678, Label: ECG, Data: -0.5809960560802597
Patient ID: 4, Timestamp: 1716187174678, Label: ECG, Data: 0.03477274957272978
Patient ID: 3, Timestamp: 1716187174678, Label: ECG, Data: 0.4282490230805824
Patient ID: 10, Timestamp: 1716187174678, Label: ECG, Data: -0.07220858065991956
Patient ID: 9, Timestamp: 1716187174678, Label: ECG, Data: 0.4378947311901958
Patient ID: 16, Timestamp: 1716187174678, Label: ECG, Data: -0.1381949691017694
Patient ID: 47, Timestamp: 1716187174678, Label: ECG, Data: -0.26223175382717034
Patient ID: 42, Timestamp: 1716187174710, Label: ECG, Data: 0.2282496486467765
Patient ID: 26, Timestamp: 1716187174710, Label: ECG, Data: 0.5305924203519897
Patient ID: 34, Timestamp: 1716187174710, Label: ECG, Data: -0.4000605699777685
Patient ID: 41, Timestamp: 1716187174710, Label: ECG, Data: -0.2731981267351757
Patient ID: 40, Timestamp: 1716187174710, Label: ECG, Data: -0.44104395352855014
Patient ID: 39, Timestamp: 1716187174710, Label: ECG, Data: 0.036354787778572116
Patient ID: 5, Timestamp: 1716187174710, Label: ECG, Data: 0.17367714872039322
Patient ID: 6, Timestamp: 1716187174710, Label: ECG, Data: 0.04862831668069376
Patient ID: 31, Timestamp: 1716187174710, Label: ECG, Data: 0.5181851038022414
Patient ID: 13, Timestamp: 1716187174714, Label: ECG, Data: 0.39141193670054114
Patient ID: 37, Timestamp: 1716187174714, Label: ECG, Data: 0.09310260424992477
Patient ID: 49, Timestamp: 1716187174714, Label: ECG, Data: -0.1639547327069167
Patient ID: 44, Timestamp: 1716187174726, Label: ECG, Data: 0.2171735438115804
Patient ID: 50, Timestamp: 1716187174726, Label: ECG, Data: -0.00841347949931879
Patient ID: 23, Timestamp: 1716187174726, Label: ECG, Data: 0.5133423754041029
Patient ID: 46, Timestamp: 1716187174726, Label: ECG, Data: 0.590187362001606
Patient ID: 35, Timestamp: 1716187174726, Label: ECG, Data: 0.02974406783892075
Patient ID: 2, Timestamp: 1716187174726, Label: ECG, Data: 0.2897768955716739
Patient ID: 20, Timestamp: 1716187174726, Label: ECG, Data: 0.3227569627340128
Patient ID: 17, Timestamp: 1716187174726, Label: ECG, Data: 0.38596287561764503
Patient ID: 18, Timestamp: 1716187174726, Label: ECG, Data: 0.24410992366961398
Patient ID: 27, Timestamp: 1716187174726, Label: ECG, Data: 0.2740556320300419
Patient ID: 38, Timestamp: 1716187174726, Label: ECG, Data: 0.5050854348945909
Patient ID: 30, Timestamp: 1716187174726, Label: ECG, Data: 0.1332296965933056
Patient ID: 43, Timestamp: 1716187174726, Label: ECG, Data: -0.5061101673440392
Patient ID: 12, Timestamp: 1716187175654, Label: ECG, Data: 0.7153911480376525
Patient ID: 21, Timestamp: 1716187175654, Label: ECG, Data: 0.15745054843994355
Patient ID: 11, Timestamp: 1716187175654, Label: ECG, Data: -0.11960014314851397
Patient ID: 28, Timestamp: 1716187175655, Label: ECG, Data: -0.5707872100840443
Patient ID: 15, Timestamp: 1716187175656, Label: ECG, Data: 0.4796833885550721
Patient ID: 22, Timestamp: 1716187175654, Label: ECG, Data: 0.006073302893110283
Patient ID: 24, Timestamp: 1716187175661, Label: ECG, Data: 0.7367327904281211
Patient ID: 48, Timestamp: 1716187175664, Label: ECG, Data: -0.41346719989738656
Patient ID: 7, Timestamp: 1716187175671, Label: ECG, Data: 0.7599766325621823
Patient ID: 36, Timestamp: 1716187175671, Label: ECG, Data: 0.48290886467501554
Patient ID: 14, Timestamp: 1716187175671, Label: ECG, Data: 0.5408259974269084
Patient ID: 19, Timestamp: 1716187175672, Label: ECG, Data: 0.1109053195248744
Patient ID: 29, Timestamp: 1716187175672, Label: ECG, Data: -0.5133219684127047
Patient ID: 1, Timestamp: 1716187175672, Label: ECG, Data: 0.3761420126640969
Patient ID: 25, Timestamp: 1716187175672, Label: ECG, Data: 0.2636981316524149
Patient ID: 45, Timestamp: 1716187175672, Label: ECG, Data: -0.18445286344206668
Patient ID: 3, Timestamp: 1716187175676, Label: ECG, Data: 0.5213228189647232
Patient ID: 32, Timestamp: 1716187175673, Label: ECG, Data: 0.3529322952085808
Patient ID: 8, Timestamp: 1716187175673, Label: ECG, Data: 0.7314828749674611
Patient ID: 4, Timestamp: 1716187175676, Label: ECG, Data: -0.2622986339655169
Patient ID: 33, Timestamp: 1716187175674, Label: ECG, Data: -0.05626201119880782
Patient ID: 9, Timestamp: 1716187175683, Label: ECG, Data: -0.00427267906700772
Patient ID: 16, Timestamp: 1716187175685, Label: ECG, Data: -0.32606208630371064
Patient ID: 10, Timestamp: 1716187175680, Label: ECG, Data: 0.3033076992624298
Patient ID: 47, Timestamp: 1716187175685, Label: ECG, Data: -0.22180887384658962
Patient ID: 42, Timestamp: 1716187175696, Label: ECG, Data: 0.5384087019259507
Patient ID: 26, Timestamp: 1716187175699, Label: ECG, Data: -0.4614536632459014
Patient ID: 41, Timestamp: 1716187175701, Label: ECG, Data: -0.21552723421911874
Patient ID: 34, Timestamp: 1716187175702, Label: ECG, Data: -0.302145944587334
Patient ID: 40, Timestamp: 1716187175708, Label: ECG, Data: -0.2351006852118554
Patient ID: 5, Timestamp: 1716187175711, Label: ECG, Data: -0.07283808284170314
Patient ID: 31, Timestamp: 1716187175713, Label: ECG, Data: 0.6278696726577596
Patient ID: 6, Timestamp: 1716187175712, Label: ECG, Data: -0.2777307983247414
Patient ID: 39, Timestamp: 1716187175710, Label: ECG, Data: 0.4269197120152592
Patient ID: 13, Timestamp: 1716187175714, Label: ECG, Data: 0.5032191616295406
Patient ID: 49, Timestamp: 1716187175714, Label: ECG, Data: -0.5694020233342234
Patient ID: 37, Timestamp: 1716187175714, Label: ECG, Data: 0.11002148514207022
Patient ID: 44, Timestamp: 1716187175714, Label: ECG, Data: -0.24510880545290267
Patient ID: 50, Timestamp: 1716187175714, Label: ECG, Data: 0.29822450854710514
Patient ID: 20, Timestamp: 1716187175726, Label: ECG, Data: 0.12901031939805008
Patient ID: 30, Timestamp: 1716187175714, Label: ECG, Data: -0.27912396622124047
Patient ID: 43, Timestamp: 1716187175728, Label: ECG, Data: 0.5241656332008017
Patient ID: 2, Timestamp: 1716187175728, Label: ECG, Data: 0.4760594454491425
Patient ID: 23, Timestamp: 1716187175728, Label: ECG, Data: -0.02689540639208899
Patient ID: 35, Timestamp: 1716187175728, Label: ECG, Data: 0.7688871619386999
Patient ID: 17, Timestamp: 1716187175728, Label: ECG, Data: 0.03637939103509375
Patient ID: 27, Timestamp: 1716187175728, Label: ECG, Data: -0.338433100201826
Patient ID: 46, Timestamp: 1716187175728, Label: ECG, Data: -0.35572901835645093
Patient ID: 38, Timestamp: 1716187175728, Label: ECG, Data: -0.6215310738024393
Patient ID: 18, Timestamp: 1716187175728, Label: ECG, Data: -0.17540747543934904
Patient ID: 28, Timestamp: 1716187176664, Label: ECG, Data: -0.29970129637201914
Patient ID: 15, Timestamp: 1716187176664, Label: ECG, Data: 0.16098912703182985
Patient ID: 48, Timestamp: 1716187176664, Label: ECG, Data: -0.16247814964805482
Patient ID: 24, Timestamp: 1716187176664, Label: ECG, Data: -0.2922897938623046
Patient ID: 14, Timestamp: 1716187176669, Label: ECG, Data: -0.11832551626039894
Patient ID: 7, Timestamp: 1716187176669, Label: ECG, Data: 0.7774466367480167
Patient ID: 36, Timestamp: 1716187176669, Label: ECG, Data: -0.4667453553686785
Patient ID: 1, Timestamp: 1716187176669, Label: ECG, Data: -0.2635420651917336
Patient ID: 19, Timestamp: 1716187176669, Label: ECG, Data: 0.28687491377559077
Patient ID: 45, Timestamp: 1716187176669, Label: ECG, Data: -0.19151134800224937
Patient ID: 29, Timestamp: 1716187176669, Label: ECG, Data: -0.5143132045044105
Patient ID: 25, Timestamp: 1716187176669, Label: ECG, Data: 0.44100739836926384
Patient ID: 8, Timestamp: 1716187176669, Label: ECG, Data: -0.45892690973555283
Patient ID: 32, Timestamp: 1716187176669, Label: ECG, Data: -0.1660737682169468
Patient ID: 12, Timestamp: 1716187176669, Label: ECG, Data: 0.35144337723028507
Patient ID: 33, Timestamp: 1716187176675, Label: ECG, Data: 0.19177149501773064
Patient ID: 4, Timestamp: 1716187176680, Label: ECG, Data: 0.7584778450941546
Patient ID: 3, Timestamp: 1716187176680, Label: ECG, Data: 0.05725702989793214
Patient ID: 21, Timestamp: 1716187176680, Label: ECG, Data: 0.459009377752917
Patient ID: 10, Timestamp: 1716187176680, Label: ECG, Data: -0.41823178224574037
Patient ID: 9, Timestamp: 1716187176680, Label: ECG, Data: 0.451375460216918
Patient ID: 16, Timestamp: 1716187176680, Label: ECG, Data: -0.5671206990135265
Patient ID: 47, Timestamp: 1716187176689, Label: ECG, Data: -0.3577204737304177
Patient ID: 11, Timestamp: 1716187176664, Label: ECG, Data: -0.5190938047623084
Patient ID: 22, Timestamp: 1716187176684, Label: ECG, Data: 0.6790359040389494
Patient ID: 42, Timestamp: 1716187176694, Label: ECG, Data: -0.11736666751580463
Patient ID: 26, Timestamp: 1716187176699, Label: ECG, Data: -0.4966874908586556
Patient ID: 41, Timestamp: 1716187176699, Label: ECG, Data: 0.6861068632309455
Patient ID: 34, Timestamp: 1716187176699, Label: ECG, Data: -0.330963192406193
Patient ID: 40, Timestamp: 1716187176706, Label: ECG, Data: 0.06600304736741844
Patient ID: 5, Timestamp: 1716187176706, Label: ECG, Data: -0.26475184535261176
Patient ID: 39, Timestamp: 1716187176706, Label: ECG, Data: -0.5252240383363397
Patient ID: 6, Timestamp: 1716187176706, Label: ECG, Data: -0.10954067904757446
Patient ID: 31, Timestamp: 1716187176706, Label: ECG, Data: 0.10302862990145713
Patient ID: 13, Timestamp: 1716187176714, Label: ECG, Data: -0.3361199112459038
Patient ID: 37, Timestamp: 1716187176719, Label: ECG, Data: 0.6110463552537454
Patient ID: 49, Timestamp: 1716187176719, Label: ECG, Data: -0.07190784629128262
Patient ID: 44, Timestamp: 1716187176719, Label: ECG, Data: 0.365533414584803
Patient ID: 30, Timestamp: 1716187176722, Label: ECG, Data: 0.6360024139826738
Patient ID: 50, Timestamp: 1716187176722, Label: ECG, Data: -0.33959944739672876
Patient ID: 43, Timestamp: 1716187176722, Label: ECG, Data: 0.4924196302699944
Patient ID: 20, Timestamp: 1716187176722, Label: ECG, Data: 0.2625651595708184
Patient ID: 18, Timestamp: 1716187176722, Label: ECG, Data: 0.2663287217167019
Patient ID: 17, Timestamp: 1716187176722, Label: ECG, Data: -0.14472109429151223
Patient ID: 35, Timestamp: 1716187176722, Label: ECG, Data: -0.24280034430843322
Patient ID: 27, Timestamp: 1716187176724, Label: ECG, Data: -0.4584422643834969
Patient ID: 23, Timestamp: 1716187176722, Label: ECG, Data: -0.3714567980293121
Patient ID: 2, Timestamp: 1716187176722, Label: ECG, Data: 0.06320014693068435
Patient ID: 46, Timestamp: 1716187176722, Label: ECG, Data: 0.5241744125329014
Patient ID: 38, Timestamp: 1716187176724, Label: ECG, Data: -0.31004733299418286
Patient ID: 21, Timestamp: 1716187177664, Label: ECG, Data: 0.7135297659947571
Patient ID: 12, Timestamp: 1716187177664, Label: ECG, Data: 0.5343440394244147
Patient ID: 24, Timestamp: 1716187177664, Label: ECG, Data: 0.29055860931023286
Patient ID: 15, Timestamp: 1716187177664, Label: ECG, Data: -0.3860325896004511
Patient ID: 48, Timestamp: 1716187177664, Label: ECG, Data: 0.296069109539918
Patient ID: 28, Timestamp: 1716187177664, Label: ECG, Data: -0.46852901338644737
Patient ID: 7, Timestamp: 1716187177664, Label: ECG, Data: 0.03928439792071227
Patient ID: 22, Timestamp: 1716187177661, Label: ECG, Data: -0.3607984753084349
Patient ID: 14, Timestamp: 1716187177664, Label: ECG, Data: 0.25021894904894515
Patient ID: 1, Timestamp: 1716187177669, Label: ECG, Data: 0.45794501438712143
Patient ID: 11, Timestamp: 1716187177664, Label: ECG, Data: 0.14414899153803223
Patient ID: 36, Timestamp: 1716187177664, Label: ECG, Data: -0.5230971594942359
Patient ID: 45, Timestamp: 1716187177669, Label: ECG, Data: 0.13788045372961755
Patient ID: 19, Timestamp: 1716187177669, Label: ECG, Data: 0.20693298396298054
Patient ID: 29, Timestamp: 1716187177669, Label: ECG, Data: -0.5406122300468684
Patient ID: 25, Timestamp: 1716187177675, Label: ECG, Data: -0.4263429166831362
Patient ID: 8, Timestamp: 1716187177678, Label: ECG, Data: -0.5316297678701092
Patient ID: 4, Timestamp: 1716187177678, Label: ECG, Data: 0.45697772151103133
Patient ID: 33, Timestamp: 1716187177678, Label: ECG, Data: 0.16564630652803342
Patient ID: 3, Timestamp: 1716187177678, Label: ECG, Data: 0.5876159986902653
Patient ID: 32, Timestamp: 1716187177678, Label: ECG, Data: 0.5194512973091735
Patient ID: 10, Timestamp: 1716187177678, Label: ECG, Data: -0.475256255993247
Patient ID: 9, Timestamp: 1716187177678, Label: ECG, Data: 0.6026319207210047
Patient ID: 16, Timestamp: 1716187177682, Label: ECG, Data: -0.5298684508949041
Patient ID: 47, Timestamp: 1716187177682, Label: ECG, Data: -0.22846789971129647
Patient ID: 42, Timestamp: 1716187177704, Label: ECG, Data: -0.3051232895553927
Patient ID: 41, Timestamp: 1716187177704, Label: ECG, Data: -0.07557550952469518
